,title_author,pages,genre,stars,reviews,series,mix,character,plot,funny,lighthearted,emotional,hopeful,inspiring,relaxing,tense,sad,reflective,adventurous,challenging,informative,mysterious,dark
13508,Hard-Boiled Wonderland and the End of the World by Haruki Murakami,400,"['fiction', 'fantasy', 'literary', 'magical realism', 'science fiction']",4.02,10902,0,0.0051,0.0021,0.0025,0.0017000000000000001,0.0002,0.002,0.0007000000000000001,0.0005,0.0004,0.0017000000000000001,0.0013,0.006,0.0064,0.0033,0.0001,0.008199999999999999,0.0026
13509,The Space Between Worlds by Micaiah Johnson,336,"['fiction', 'dystopian', 'lgbtqia+', 'science fiction']",4.05,9693,0,0.0064,0.002,0.0014000000000000002,0.0005,0.0,0.004,0.0017000000000000001,0.0007000000000000001,0.0,0.0042,0.0009,0.0022,0.0089,0.0022,0.0,0.0044,0.0051
13511,Sing You Home by Jodi Picoult,466,"['fiction', 'contemporary', 'lgbtqia+', 'literary']",3.75,5109,0,0.0048,0.003,0.0021,0.0007000000000000001,0.0,0.0088,0.0037,0.0038,0.0,0.0031,0.0040999999999999995,0.0046,0.0,0.0033,0.002,0.0,0.0006
13512,Their Vicious Darling by Nikki St. Crowe,250,"['fiction', 'fantasy', 'romance']",3.87,8921,1,0.005699999999999999,0.0015,0.0025,0.0007000000000000001,0.0001,0.0026,0.0003,0.0,0.0,0.005,0.0003,0.0001,0.0069,0.0016,0.0,0.0036,0.009399999999999999
13513,Spellslinger by Sebastien de Castell,416,"['fiction', 'fantasy', 'young adult']",3.94,3188,1,0.0054,0.0026,0.0018,0.004699999999999999,0.002,0.0015,0.001,0.0006,0.0002,0.0021,0.0003,0.0007000000000000001,0.0095,0.0011,0.0,0.0036,0.0017000000000000001
13514,Unwind by Neal Shusterman,335,"['fiction', 'dystopian', 'science fiction', 'young adult']",4.07,18679,1,0.0062,0.0014000000000000002,0.0022,0.0006,0.0,0.0048,0.0013,0.0008,0.0,0.0066,0.0033,0.0027,0.0062,0.0031,0.0002,0.0022,0.0083
13515,Little Women by Louisa May Alcott,504,"['fiction', 'classics', 'young adult']",4.09,109090,1,0.0018,0.0078000000000000005,0.0002,0.0033,0.0064,0.0073,0.0060999999999999995,0.004699999999999999,0.0031,0.0001,0.0022,0.0040999999999999995,0.0021,0.0005,0.0002,0.0,0.0
13516,The Housemaid's Secret by Freida McFadden,307,"['fiction', 'thriller']",4.09,20686,1,0.0046,0.0013,0.0039000000000000003,0.0002,0.0,0.0013,0.0002,0.0,0.0,0.0075,0.0004,0.0001,0.0016,0.0011,0.0,0.0089,0.0070999999999999995
13517,Cytonic by Brandon Sanderson,432,"['fiction', 'science fiction', 'young adult']",4.0,5958,1,0.0060999999999999995,0.0016,0.0021,0.0043,0.0016,0.0040999999999999995,0.0023,0.0018,0.0002,0.0027,0.0007000000000000001,0.0013,0.009899999999999999,0.0013,0.0002,0.0037,0.0005
13519,Mr. Fixer Upper by Lucy Score,400,"['fiction', 'contemporary', 'romance']",4.03,1710,0,0.0043,0.005,0.0005,0.0067,0.008100000000000001,0.0052,0.003,0.0012,0.0011,0.0003,0.0002,0.0008,0.0009,0.0002,0.0001,0.0,0.0
13522,"A Merry Little Meet Cute by Julie Murphy, Sierra Simone",418,"['fiction', 'contemporary', 'lgbtqia+', 'romance']",3.51,11458,1,0.004699999999999999,0.0036,0.0014000000000000002,0.0077,0.0086,0.003,0.0029,0.0009,0.0009,0.0002,0.0001,0.0006,0.0008,0.0001,0.0001,0.0,0.0
13523,The Brothers Hawthorne by Jennifer Lynn Barnes,469,"['fiction', 'mystery', 'young adult']",3.92,6986,1,0.0062,0.0012,0.0024,0.0025,0.0012,0.0032,0.0009,0.0005,0.0001,0.0033,0.0004,0.0008,0.0092,0.0028000000000000004,0.0001,0.0084,0.0007000000000000001
13524,Go Set a Watchman by Harper Lee,288,"['fiction', 'historical']",3.2,20635,1,0.0012,0.008199999999999999,0.0003,0.0006,0.0001,0.005600000000000001,0.001,0.0013,0.0001,0.002,0.0021,0.0075,0.0005,0.0040999999999999995,0.0013,0.0001,0.0012
13525,The Fever Code by James Dashner,384,"['fiction', 'dystopian', 'young adult']",3.84,6797,1,0.0052,0.0025,0.0021,0.0009,0.0002,0.0052,0.0009,0.0003,0.0001,0.005,0.0036,0.0011,0.0074,0.0025,0.0006,0.0052,0.0052
13527,Iron Heart by Nina Varela,416,"['fiction', 'fantasy', 'lgbtqia+', 'romance', 'young adult']",4.25,6578,1,0.0067,0.0009,0.0022,0.0011,0.0006,0.0060999999999999995,0.0038,0.0019,0.0001,0.0034999999999999996,0.0005,0.0008,0.0096,0.0013,0.0,0.0027,0.0021
13528,"If This Gets Out by Sophie Gonzales, Cale Dietrich",404,"['fiction', 'contemporary', 'lgbtqia+', 'romance', 'young adult']",3.95,7242,0,0.0049,0.0042,0.0007000000000000001,0.0042,0.0046,0.0078000000000000005,0.0060999999999999995,0.004,0.0006,0.0016,0.0011,0.0018,0.0008,0.001,0.0003,0.0,0.0004
13532,Wild Seed by Octavia E. Butler,320,"['fiction', 'magical realism', 'science fiction']",4.17,4768,1,0.0027,0.0069,0.0002,0.0,0.0,0.0048,0.0006,0.0005,0.0,0.0042,0.0023,0.0036,0.0049,0.0051,0.0003,0.0028000000000000004,0.0074
13533,Juliet Immortal by Stacey Jay,306,"['fiction', 'fantasy', 'romance', 'young adult']",3.39,1306,1,0.0021,0.005699999999999999,0.0021,0.0015,0.0007000000000000001,0.0060999999999999995,0.0046,0.0023,0.0,0.0060999999999999995,0.003,0.0023,0.0053,0.0023,0.0007000000000000001,0.0053,0.0076
13535,"Exit, Pursued by a Bear by E.K. Johnston",243,"['fiction', 'contemporary', 'young adult']",3.92,2920,0,0.0034999999999999996,0.005600000000000001,0.0007000000000000001,0.0006,0.0006,0.008100000000000001,0.0044,0.002,0.0001,0.0018,0.004,0.0037,0.0,0.0044,0.0004,0.0002,0.0032
13536,The Everlasting Rose by Dhonielle Clayton,342,"['fiction', 'fantasy', 'young adult']",3.5,1960,1,0.0051,0.0008,0.004,0.0,0.0001,0.004,0.002,0.0004,0.0,0.0038,0.0012,0.001,0.008199999999999999,0.0015,0.0,0.0036,0.0045000000000000005
13538,Necropolis by Anthony Horowitz,400,"['fiction', 'fantasy', 'young adult']",3.94,1114,1,0.0,0.0,0.0,0.0,0.0,0.0017000000000000001,0.0006,0.0,0.0,0.0072,0.001,0.0,0.0089,0.0006,0.0,0.006500000000000001,0.0079
13542,A Conjuring of Light by V.E. Schwab,624,"['fiction', 'fantasy']",4.37,36848,1,0.0063,0.0006,0.0029,0.0015,0.0002,0.0058,0.0015,0.0006,0.0,0.0049,0.0021,0.0005,0.0097,0.0015,0.0,0.0034999999999999996,0.0066
13544,Notes on a Silencing: A Memoir by Lacy Crawford,400,"['nonfiction', 'memoir']",4.33,1086,0,0.0,0.0,0.0,0.0001,0.0,0.0077,0.0004,0.0019,0.0,0.0024,0.0063,0.0054,0.0,0.0059,0.0032,0.0,0.0069
13550,Only a Monster by Vanessa Len,403,"['fiction', 'fantasy', 'young adult']",3.88,5610,1,0.006,0.0011,0.0027,0.0008,0.0003,0.004699999999999999,0.001,0.0003,0.0,0.0038,0.0019,0.0005,0.0091,0.0013,0.0,0.0068000000000000005,0.0046
13552,Exiles by Jane Harper,368,"['fiction', 'mystery']",3.99,2956,1,0.006,0.0014000000000000002,0.0024,0.0,0.0001,0.0042,0.0011,0.0,0.0001,0.0040999999999999995,0.0028000000000000004,0.0024,0.0014000000000000002,0.001,0.0,0.009300000000000001,0.0037
13554,Shielded by KayLynn Flanders,424,"['fiction', 'fantasy', 'young adult']",3.81,1262,1,0.0051,0.0011,0.0036,0.0019,0.0014000000000000002,0.0036,0.0016,0.0011,0.0001,0.0031,0.001,0.0005,0.009899999999999999,0.0013,0.0,0.0036,0.0018
13555,Crave by Tracy Wolff,688,"['fiction', 'fantasy', 'romance', 'young adult']",3.53,18910,1,0.005,0.0029,0.0019,0.0034999999999999996,0.0014000000000000002,0.0037,0.0005,0.0001,0.0003,0.0036,0.0007000000000000001,0.0001,0.0068000000000000005,0.001,0.0,0.0066,0.0045000000000000005
13556,Angels in America by Tony Kushner,333,"['fiction', 'lgbtqia+', 'play']",4.39,3537,1,0.0032,0.0064,0.0002,0.0046,0.0002,0.0087,0.0036,0.0028000000000000004,0.0,0.0023,0.005,0.0059,0.0006,0.005600000000000001,0.0012,0.0016,0.0049
13561,The Crown of Gilded Bones by Jennifer L. Armentrout,574,"['fiction', 'fantasy', 'romance']",4.05,39197,1,0.006,0.0014000000000000002,0.0023,0.0025,0.0003,0.0060999999999999995,0.0009,0.0005,0.0,0.0054,0.0014000000000000002,0.0003,0.009399999999999999,0.0023,0.0002,0.0036,0.005600000000000001
13562,"De Amor e de Sombra by Isabel Allende, Suely Bastos",241,"['fiction', 'magical realism', 'romance']",3.84,1425,0,0.0066,0.0014000000000000002,0.0016,0.0002,0.0,0.0077,0.0019,0.0021,0.0,0.0036,0.005600000000000001,0.0040999999999999995,0.0043,0.0029,0.0016,0.0023,0.0052
13564,The Keeper of Lost Things by Ruth Hogan,320,"['fiction', 'contemporary', 'literary', 'magical realism']",3.62,9594,0,0.004699999999999999,0.0036,0.0015,0.0033,0.0049,0.006500000000000001,0.005699999999999999,0.0029,0.0015,0.0,0.0022,0.0034000000000000002,0.0008,0.0001,0.0001,0.0026,0.0001
13566,The Berry Pickers by Amanda Peters,304,"['fiction', 'historical', 'mystery']",4.16,2747,0,0.0038,0.0055000000000000005,0.0006,0.0002,0.0,0.0091,0.0031,0.0008,0.0001,0.001,0.006999999999999999,0.0059,0.0003,0.0019,0.0004,0.0016,0.0021
13567,Jacobs Room by Virginia Woolf,178,"['fiction', 'classics', 'literary']",3.41,1386,0,0.0,0.0,0.0,0.0004,0.0003,0.0027,0.0003,0.0005,0.0007000000000000001,0.0003,0.0015,0.008100000000000001,0.0006,0.0060999999999999995,0.0003,0.0014000000000000002,0.001
13568,Arianna by Jennifer Saint,368,"['fiction', 'fantasy', 'literary']",3.8,26953,0,0.0038,0.005,0.001,0.0,0.0001,0.0070999999999999995,0.0008,0.0012,0.0002,0.0019,0.0048,0.004,0.006,0.0013,0.0008,0.0015,0.0032
13571,Everneath by Brodi Ashton,370,"['fiction', 'fantasy', 'young adult']",3.48,3018,1,0.0034999999999999996,0.0042,0.0021,0.0,0.0,0.0052,0.0011,0.0005,0.0,0.0052,0.0040999999999999995,0.0023,0.0064,0.0017000000000000001,0.0005,0.004699999999999999,0.0076
13572,Echo North by Joanna Ruth Meyer,400,"['fiction', 'fantasy', 'young adult']",3.78,1451,0,0.005699999999999999,0.0023,0.0015,0.0001,0.0006,0.0049,0.0029,0.0008,0.0002,0.0018,0.0014000000000000002,0.0008,0.0096,0.0013,0.0,0.0067,0.0025
13573,Lolita by Vladimir Nabokov,298,"['fiction', 'classics', 'literary']",3.79,51860,0,0.0021,0.0073,0.0004,0.0009,0.0,0.0029,0.0,0.0,0.0,0.004,0.0038,0.0026,0.0004,0.0063,0.0001,0.0008,0.009300000000000001
13575,Entreat Me by Grace Draven,323,"['fiction', 'fantasy', 'romance']",3.91,1833,0,0.0054,0.0034999999999999996,0.0009,0.0029,0.0009,0.0063,0.0022,0.0002,0.0004,0.0023,0.0007000000000000001,0.0003,0.0060999999999999995,0.0007000000000000001,0.0,0.0048,0.0049
13576,Allegiant by Veronica Roth,526,"['fiction', 'dystopian', 'romance', 'young adult']",3.29,82529,1,0.0059,0.0011,0.0027,0.0003,0.0001,0.0060999999999999995,0.0012,0.001,0.0,0.0048,0.0043,0.0011,0.0089,0.0028000000000000004,0.0001,0.0018,0.0033
13577,Secretly Yours by Tessa Bailey,346,"['fiction', 'contemporary', 'romance']",3.31,13437,1,0.0023,0.0069,0.0006,0.0063,0.0085,0.004,0.0031,0.0009,0.0011,0.0001,0.0001,0.0011,0.0006,0.0002,0.0,0.0,0.0
13579,Acts of Desperation by Megan Nolan,288,"['fiction', 'literary']",3.84,5261,0,0.0,0.0,0.0,0.0001,0.0,0.0068000000000000005,0.0003,0.0001,0.0,0.0033,0.0055000000000000005,0.006,0.0001,0.0031,0.0,0.0003,0.0085
13582,The Kraken's Sacrifice by Katee Robert,182,"['fiction', 'erotica', 'fantasy', 'lgbtqia+', 'romance']",3.37,4535,1,0.0019,0.0075,0.0004,0.0022,0.003,0.0066,0.0017000000000000001,0.0002,0.0007000000000000001,0.001,0.0011,0.0011,0.0043,0.0007000000000000001,0.0,0.0005,0.0021
13584,Made for Love by Alissa Nutting,310,"['fiction', 'contemporary']",3.59,1546,0,0.0046,0.0039000000000000003,0.0013,0.0084,0.0015,0.0023,0.0009,0.0001,0.0,0.0015,0.0011,0.0019,0.0029,0.001,0.0,0.0013,0.0062
13588,Insurgent by Veronica Roth,525,"['fiction', 'dystopian', 'romance', 'young adult']",3.7,105796,1,0.006,0.0009,0.0029,0.0005,0.0002,0.0044,0.0008,0.0008,0.0001,0.005600000000000001,0.0015,0.0008,0.009399999999999999,0.0025,0.0001,0.0028000000000000004,0.0032
13589,Moonwalking with Einstein: The Art and Science of Remembering Everything by Joshua Foer,320,"['nonfiction', 'psychology', 'science']",3.78,4291,0,0.0,0.0,0.0,0.0033,0.0032,0.0,0.0006,0.0043,0.0005,0.0,0.0,0.0032,0.0009,0.0008,0.0095,0.0001,0.0
13590,The Little Prince by Antoine de Saint-Exupéry,127,"['fiction', 'childrens', 'classics', 'fantasy']",4.26,101065,0,0.0026,0.0063,0.0008,0.0017000000000000001,0.0045000000000000005,0.005600000000000001,0.0045000000000000005,0.0058,0.002,0.0,0.0025,0.0069,0.004699999999999999,0.0005,0.0003,0.0007000000000000001,0.0001
13593,Lost Stars by Claudia Gray,560,"['fiction', 'fantasy', 'romance', 'science fiction', 'young adult']",4.22,3813,1,0.0046,0.0043,0.0009,0.0007000000000000001,0.0007000000000000001,0.0075,0.0032,0.0017000000000000001,0.0002,0.0045000000000000005,0.0025,0.002,0.0092,0.0014000000000000002,0.0002,0.0005,0.002
13594,Weather by Jenny Offill,201,"['fiction', 'contemporary']",3.58,7559,0,0.0012,0.008100000000000001,0.0001,0.004,0.0006,0.0032,0.0008,0.0004,0.0003,0.0012,0.002,0.008199999999999999,0.0001,0.0029,0.0011,0.0005,0.0038
13595,Mi policía by Bethan Roberts,424,"['fiction', 'contemporary', 'historical', 'lgbtqia+', 'romance']",4.01,14855,0,0.0028000000000000004,0.006500000000000001,0.0005,0.0001,0.0002,0.0089,0.0007000000000000001,0.0007000000000000001,0.0002,0.0022,0.008,0.0058,0.0002,0.002,0.0007000000000000001,0.0003,0.0015
13596,"Again, but Better by Christine Riccio",377,"['fiction', 'contemporary', 'romance', 'young adult']",3.5,8175,0,0.0039000000000000003,0.0048,0.0011,0.005600000000000001,0.0077,0.0034999999999999996,0.0040999999999999995,0.0032,0.0014000000000000002,0.0002,0.0002,0.0024,0.004699999999999999,0.0003,0.0,0.0004,0.0
13597,"Abarat: Days of Magic, Nights of War by Clive Barker",569,"['fiction', 'fantasy', 'young adult']",4.16,1273,1,0.006,0.0008,0.0032,0.0023,0.0017000000000000001,0.0032,0.002,0.0008,0.0002,0.002,0.0002,0.0005,0.0097,0.0014000000000000002,0.0002,0.005,0.0079
13599,Aces Wild: A Heist by Amanda DeWitt,345,"['fiction', 'lgbtqia+', 'young adult']",3.87,1067,0,0.0053,0.0021,0.0024,0.0064,0.0048,0.0025,0.0016,0.0005,0.0001,0.0017000000000000001,0.0,0.0003,0.008199999999999999,0.0003,0.0002,0.0036,0.0
13600,"All of Our Demise by C.L. Herman, Amanda Foody",468,"['fiction', 'fantasy', 'lgbtqia+', 'young adult']",3.92,2818,1,0.0067,0.0013,0.0018,0.0006,0.0,0.005,0.0011,0.0002,0.0,0.0064,0.0023,0.0006,0.0075,0.0025,0.0,0.0039000000000000003,0.0089
13601,All Your Twisted Secrets by Diana Urban,400,"['fiction', 'mystery', 'thriller', 'young adult']",3.34,4239,0,0.0049,0.0031,0.0017000000000000001,0.0001,0.0,0.0036,0.0001,0.0,0.0,0.0069,0.0016,0.0011,0.0014000000000000002,0.0017000000000000001,0.0001,0.0083,0.0063
13602,Light Bringer by Pierce Brown,682,"['fiction', 'dystopian', 'science fiction']",4.71,2626,1,0.0077,0.0011,0.0011,0.002,0.0,0.008,0.0025,0.0018,0.0,0.0072,0.0042,0.0018,0.0089,0.0032,0.0,0.001,0.008
13604,The Last by Hanna Jameson,340,"['fiction', 'mystery', 'science fiction', 'thriller']",3.44,3797,0,0.0048,0.0022,0.0028000000000000004,0.0003,0.0,0.0023,0.0008,0.0001,0.0,0.0064,0.0021,0.0025,0.0028000000000000004,0.0018,0.0,0.0075,0.0079
13605,King Lear by William Shakespeare,384,"['fiction', 'classics', 'play']",3.77,16959,0,0.0043,0.0039000000000000003,0.0016,0.0012,0.0,0.0045000000000000005,0.0002,0.0002,0.0,0.0044,0.0051,0.0032,0.0019,0.0049,0.0001,0.0012,0.008
13608,The End of October by Lawrence Wright,380,"['fiction', 'science fiction', 'thriller']",3.57,1898,0,0.0034999999999999996,0.0002,0.0062,0.0,0.0,0.0031,0.0001,0.0,0.0,0.0067,0.0031,0.0014000000000000002,0.0032,0.0034999999999999996,0.0034999999999999996,0.0028000000000000004,0.0073
13610,Bird Box by Josh Malerman,262,"['fiction', 'thriller']",3.96,19862,1,0.005,0.002,0.0029,0.0,0.0,0.0042,0.001,0.0003,0.0,0.0087,0.0031,0.0006,0.0038,0.0022,0.0,0.0062,0.0091
13611,Astrophysics for People in a Hurry by Neil deGrasse Tyson,144,"['nonfiction', 'science']",3.94,14833,0,0.0,0.0,0.0,0.0017000000000000001,0.0017000000000000001,0.0,0.0012,0.0038,0.0007000000000000001,0.0,0.0,0.0036,0.0012,0.0025,0.0096,0.0004,0.0
13613,Клара и Слънцето by Kazuo Ishiguro,312,"['fiction', 'dystopian', 'literary', 'science fiction']",3.75,43482,0,0.0025,0.0067,0.0006,0.0002,0.0006,0.005699999999999999,0.0036,0.0014000000000000002,0.0005,0.0007000000000000001,0.0031,0.0077,0.0007000000000000001,0.0017000000000000001,0.0002,0.003,0.0015
13617,Amina's Voice by Hena Khan,208,"['fiction', 'contemporary']",3.92,1642,1,0.005,0.0042,0.0007000000000000001,0.0009,0.0040999999999999995,0.0052,0.0059,0.004699999999999999,0.0007000000000000001,0.0003,0.0009,0.0034000000000000002,0.0007000000000000001,0.0004,0.0015,0.0002,0.0
13618,The Screwtape Letters by C.S. Lewis,209,"['fiction', 'classics', 'religion']",4.13,16590,0,0.0017000000000000001,0.0053,0.0013,0.0036,0.0008,0.0008,0.0012,0.0021,0.0001,0.0004,0.0002,0.0079,0.0002,0.005,0.0027,0.0006,0.0031
13620,The Miseducation of Cameron Post by Emily M. Danforth,480,"['fiction', 'contemporary', 'lgbtqia+', 'young adult']",4.12,10915,0,0.0025,0.006999999999999999,0.0003,0.002,0.0002,0.0089,0.0031,0.0019,0.0001,0.0017000000000000001,0.0053,0.0060999999999999995,0.0016,0.003,0.0006,0.0,0.0021
13624,Grandmaster of Demonic Cultivation: Mo Dao Zu Shi (Novel) Vol. 3 by Mo Xiang Tong Xiu,379,"['fiction', 'fantasy', 'lgbtqia+', 'romance']",4.54,1759,1,0.0074,0.0014000000000000002,0.001,0.0046,0.0009,0.0069,0.0007000000000000001,0.0004,0.0003,0.0034999999999999996,0.0034999999999999996,0.001,0.0089,0.0013,0.0001,0.0048,0.0068000000000000005
13625,Long Live the Tribe of Fatherless Girls by T Kira Madden,311,"['nonfiction', 'lgbtqia+', 'memoir']",4.34,2247,0,0.0,0.0,0.0,0.002,0.0,0.0092,0.0023,0.0018,0.0,0.0012,0.0043,0.0079,0.0005,0.0033,0.0002,0.0002,0.005
13626,Grandmaster of Demonic Cultivation: Mo Dao Zu Shi (Novel) Vol. 4 by Mo Xiang Tong Xiu,377,"['fiction', 'fantasy', 'lgbtqia+', 'romance']",4.6,1532,1,0.0075,0.0012,0.0011,0.005,0.0015,0.008100000000000001,0.0008,0.0005,0.0003,0.0032,0.0037,0.0012,0.0091,0.0012,0.0,0.0043,0.0053
13627,Grandmaster of Demonic Cultivation: Mo Dao Zu Shi (Novel) Vol. 5 by Mo Xiang Tong Xiu,489,"['fiction', 'fantasy', 'lgbtqia+', 'romance']",4.43,1130,1,0.0064,0.0025,0.0009,0.0064,0.0037,0.0069,0.0017000000000000001,0.0007000000000000001,0.001,0.0021,0.0016,0.0009,0.0085,0.0006,0.0001,0.0031,0.0028000000000000004
13628,All the Tides of Fate by Adalyn Grace,368,"['fiction', 'fantasy', 'young adult']",3.75,2636,1,0.0058,0.0024,0.0017000000000000001,0.0012,0.0006,0.0062,0.0017000000000000001,0.001,0.0001,0.003,0.0021,0.0009,0.0096,0.0018,0.0,0.0023,0.0026
13629,Minor Detail by Adania Shibli,112,"['fiction', 'contemporary', 'historical', 'literary']",4.32,5326,0,0.0040999999999999995,0.0033,0.0021,0.0,0.0,0.0051,0.0,0.0001,0.0,0.005600000000000001,0.0068000000000000005,0.0040999999999999995,0.0002,0.0052,0.0031,0.0008,0.0077
13630,The Lacuna by Barbara Kingsolver,508,"['fiction', 'historical']",3.85,3179,0,0.0043,0.0055000000000000005,0.0002,0.0006,0.0,0.005600000000000001,0.0015,0.0019,0.0,0.0004,0.0021,0.0077,0.0045000000000000005,0.0031,0.004699999999999999,0.0015,0.0008
13633,Letters to a Young Poet by Rainer Maria Rilke,64,"['nonfiction', 'classics', 'essays', 'poetry']",4.24,12034,0,0.0,0.0,0.0,0.0,0.0007000000000000001,0.0031,0.0042,0.0079,0.0013,0.0,0.0003,0.0089,0.0,0.0012,0.0023,0.0001,0.0001
13634,Afterparties by Anthony Veasna So,256,"['fiction', 'contemporary', 'lgbtqia+', 'literary', 'short stories']",3.97,2663,0,0.0022,0.006999999999999999,0.0003,0.004699999999999999,0.0006,0.008100000000000001,0.002,0.0013,0.0,0.0006,0.0042,0.008100000000000001,0.0005,0.0024,0.0019,0.0001,0.0028000000000000004
13635,Laughter in the Dark by Vladimir Nabokov,208,"['fiction', 'classics', 'literary']",3.9,1188,0,0.0031,0.0052,0.0015,0.0040999999999999995,0.0004,0.0026,0.0,0.0,0.0,0.0038,0.0034000000000000002,0.0019,0.0004,0.001,0.0,0.0016,0.008100000000000001
13636,Slow Horses by Mick Herron,334,"['fiction', 'mystery', 'thriller']",3.9,2603,1,0.0055000000000000005,0.0008,0.0036,0.0042,0.0004,0.0005,0.0001,0.0,0.0001,0.0063,0.0001,0.0004,0.0066,0.0011,0.0002,0.0070999999999999995,0.0048
13642,Men Without Women: Stories by Haruki Murakami,229,"['fiction', 'literary', 'short stories']",3.61,10487,0,0.0023,0.0068000000000000005,0.0004,0.0015,0.0009,0.005699999999999999,0.0006,0.0006,0.0012,0.0007000000000000001,0.0036,0.008,0.0005,0.0013,0.0001,0.0034000000000000002,0.0022
13644,The Kitchen House by Kathleen Grissom,384,"['fiction', 'historical']",4.04,7578,0,0.0053,0.004,0.0005,0.0,0.0,0.0085,0.0016,0.0014000000000000002,0.0,0.0059,0.0072,0.003,0.0008,0.0038,0.0015,0.0005,0.005600000000000001
13645,Heretics of Dune by Frank Herbert,669,"['fiction', 'science fiction']",3.61,3928,1,0.004699999999999999,0.0018,0.0032,0.0001,0.0,0.0008,0.0001,0.0002,0.0,0.0037,0.0003,0.0034000000000000002,0.0072,0.0055000000000000005,0.0003,0.0055000000000000005,0.0037
13646,Ocean's Echo by Everina Maxwell,464,"['fiction', 'lgbtqia+', 'romance', 'science fiction']",4.18,2281,1,0.0074,0.0011,0.0013,0.0028000000000000004,0.0008,0.0063,0.0021,0.0005,0.0,0.0037,0.0002,0.0008,0.009300000000000001,0.001,0.0,0.0040999999999999995,0.0011
13649,Strangers on a Train by Patricia Highsmith,262,"['fiction', 'mystery']",3.54,3082,0,0.0049,0.0037,0.0013,0.0004,0.0,0.0013,0.0,0.0,0.0,0.0076,0.0007000000000000001,0.0024,0.0013,0.0017000000000000001,0.0,0.0060999999999999995,0.0088
13656,I Have Lived a Thousand Years: Growing Up in the Holocaust by Livia Bitton-Jackson,224,"['nonfiction', 'informative']",4.2,1102,1,0.0,0.0,0.0,0.0,0.0,0.006999999999999999,0.001,0.001,0.0,0.0034999999999999996,0.0085,0.003,0.0,0.0045000000000000005,0.005,0.0005,0.006500000000000001
13658,Carpe Jugulum by Terry Pratchett,416,"['fiction', 'fantasy']",4.19,5274,1,0.0064,0.0016,0.0019,0.009300000000000001,0.004699999999999999,0.0013,0.0013,0.001,0.0004,0.0006,0.0,0.0015,0.0083,0.0001,0.0,0.0015,0.0015
13659,It Didn't Start with You: How Inherited Family Trauma Shapes Who We Are and How to End the Cycle by Mark Wolynn,240,"['nonfiction', 'psychology', 'self help']",3.11,1710,0,0.0,0.0,0.0,0.0,0.0,0.0032,0.0014000000000000002,0.0019,0.0001,0.0004,0.0005,0.0066,0.0,0.0025,0.0083,0.0001,0.0003
13661,Guerra e Pace by Leo Tolstoy,1408,"['fiction', 'classics', 'historical', 'literary']",4.08,12918,0,0.0064,0.0026,0.0008,0.0012,0.0002,0.0058,0.0019,0.0023,0.0003,0.0021,0.003,0.0074,0.004,0.0076,0.0042,0.0003,0.0018
13663,The Gentleman's Guide to Vice and Virtue by Mackenzi Lee,513,"['fiction', 'fantasy', 'historical', 'lgbtqia+', 'romance', 'young adult']",4.06,36168,1,0.006500000000000001,0.0017000000000000001,0.0017000000000000001,0.0073,0.005,0.0044,0.0023,0.0009,0.0004,0.0013,0.0004,0.0006,0.0096,0.0005,0.0002,0.002,0.0003
13664,"Given, Vol. 4 by Natsuki Kizu",158,"['fiction', 'lgbtqia+', 'manga', 'romance']",4.24,1313,1,0.0,0.0,0.0,0.0029,0.0024,0.0091,0.0018,0.0013,0.0006,0.0026,0.0040999999999999995,0.0014000000000000002,0.0003,0.0004,0.0001,0.0,0.0012
13665,A Gentleman Never Keeps Score by Cat Sebastian,310,"['fiction', 'historical', 'lgbtqia+', 'romance']",4.06,1478,1,0.0024,0.0073,0.0001,0.0028000000000000004,0.003,0.0085,0.0062,0.001,0.001,0.0002,0.0008,0.0015,0.0009,0.0006,0.0,0.0004,0.0006
13667,"Given, Vol. 5 by Natsuki Kizu",206,"['fiction', 'lgbtqia+', 'manga', 'romance']",4.46,1188,1,0.0,0.0,0.0,0.0023,0.0027,0.0096,0.004,0.0029,0.0008,0.0012,0.0038,0.0023,0.0004,0.0005,0.0,0.0,0.0003
13669,Magic Study by Maria V. Snyder,400,"['fiction', 'fantasy', 'romance', 'young adult']",3.93,8620,1,0.006,0.001,0.0028000000000000004,0.0015,0.0002,0.0029,0.0007000000000000001,0.0004,0.0001,0.004,0.0006,0.0004,0.0097,0.0018,0.0001,0.005,0.0051
13673,Enemies With Benefits by Roxie Noir,434,"['fiction', 'contemporary', 'romance']",3.75,1996,1,0.0032,0.0058,0.0008,0.0074,0.0087,0.0031,0.0017000000000000001,0.0002,0.0015,0.0002,0.0001,0.0002,0.0005,0.0,0.0,0.0,0.0
13677,Grandmaster of Demonic Cultivation: Mo Dao Zu Shi (Novel) Vol. 2 by Mo Xiang Tong Xiu,403,"['fiction', 'fantasy', 'lgbtqia+', 'romance']",4.5,2189,1,0.0070999999999999995,0.0009,0.0018,0.0052,0.0012,0.006500000000000001,0.0005,0.0004,0.0004,0.0034999999999999996,0.003,0.0009,0.0091,0.0012,0.0001,0.0067,0.005699999999999999
13678,Mating in Captivity: Reconciling the Erotic and the Domestic by Esther Perel,272,"['nonfiction', 'psychology', 'self help']",4.05,2953,0,0.0,0.0,0.0,0.0005,0.0003,0.0014000000000000002,0.0028000000000000004,0.0031,0.0001,0.0,0.0,0.0060999999999999995,0.0007000000000000001,0.0025,0.009300000000000001,0.0,0.0
